id	doi	title	author	journaltitle	volume	issue	pubdate	pagerange	publisher	type	reviewed.work	abstract
data/Antipodes/41956067-NGRAMS1	doi	Planning a Time-Capsule	Bruce Dawe	Antipodes	3	2	1989-12-01	p. 97-97	publisher	type	reviewed_work	http://www.jstor.org/stable/41956067
data/Antipodes/41956068-NGRAMS1	doi	The Promiscuous Old Man (from a Tingarri song cycle)	Billy Marshall-Stoneking	Antipodes	3	2	1989-12-01	p. 100-100	publisher	type	reviewed_work	http://www.jstor.org/stable/41956068
data/Antipodes/41956069-NGRAMS1	doi	Thomas Keneally's Nightmare of History	Manly Johnson	Antipodes	3	2	1989-12-01	p. 101-104	publisher	type	reviewed_work	http://www.jstor.org/stable/41956069
data/Antipodes/41956070-NGRAMS1	doi	Reading 'The Lord of the Rings' at a Parliamentary Selection Committee Meeting	Hal Colebatch	Antipodes	3	2	1989-12-01	p. 104-104	publisher	type	reviewed_work	http://www.jstor.org/stable/41956070
data/Antipodes/41956071-NGRAMS1	doi	An Australian Playwright Goes to Washington	Brian Kiernan	Antipodes	3	2	1989-12-01	p. 105-107	publisher	type	reviewed_work	http://www.jstor.org/stable/41956071
data/Antipodes/41956072-NGRAMS1	doi	Towards the old poem	Chris Mansell	Antipodes	3	2	1989-12-01	p. 107-107	publisher	type	reviewed_work	http://www.jstor.org/stable/41956072
data/Antipodes/41956073-NGRAMS1	doi	Images of Europe in Australian Literature	Rudolf Bader	Antipodes	3	2	1989-12-01	p. 108-113	publisher	type	reviewed_work	http://www.jstor.org/stable/41956073
data/Antipodes/41956074-NGRAMS1	doi	[I notice there is a place]	Maurice Strandgard	Antipodes	3	2	1989-12-01	p. 111-111	publisher	type	reviewed_work	http://www.jstor.org/stable/41956074
data/Antipodes/41956075-NGRAMS1	doi	Farmer's Daughter	Jena Woodhouse	Antipodes	3	2	1989-12-01	p. 112-112	publisher	type	reviewed_work	http://www.jstor.org/stable/41956075
data/Antipodes/41956076-NGRAMS1	doi	Frank Thompson: An American's Career in Australian Publishing	Pearl Bowman	Antipodes	3	2	1989-12-01	p. 114-118	publisher	type	reviewed_work	http://www.jstor.org/stable/41956076
data/Antipodes/41956077-NGRAMS1	doi	from "Taking Shelter"	Jessica Anderson	Antipodes	3	2	1989-12-01	p. 119-120	publisher	type	reviewed_work	http://www.jstor.org/stable/41956077
